locality,bhk,area_sqft,furnishing,floor,total_floors,building_age_yrs,tenant_preferred,gym,swimming_pool,power_backup,lift,security,parking,club_house,dist_metro_km,dist_techpark_km,monthly_rent
Bellandur,2,1105,Semi-Furnished,7,7,15,Any,0,0,1,1,0,0,0,3.9,1.7,23000
HSR Layout,2,905,Semi-Furnished,3,3,3,Family,1,0,0,1,1,1,0,2.6,2.0,45000
Electronic City,2,853,Semi-Furnished,4,5,3,Bachelor,0,0,1,1,1,1,0,5.4,0.2,19500
HSR Layout,2,1195,Semi-Furnished,2,5,3,Any,1,0,0,1,1,1,0,2.6,1.5,43000
Hennur,1,473,Unfurnished,0,7,10,Bachelor,0,0,0,0,1,0,0,4.5,7.4,9500
Indiranagar,1,515,Fully Furnished,5,15,1,Bachelor,0,0,1,1,1,1,0,0.4,3.7,40000
Sarjapur Road,2,938,Fully Furnished,5,5,3,Family,1,0,1,1,0,0,0,4.3,1.1,38500
Marathahalli,2,920,Unfurnished,0,7,10,Bachelor,0,1,1,1,1,0,0,3.9,0.6,23500
Indiranagar,1,509,Unfurnished,5,5,6,Any,1,0,1,1,0,1,0,1.1,2.6,27000
HSR Layout,2,1112,Fully Furnished,1,5,10,Any,0,0,1,1,0,0,0,2.2,2.1,29000
Koramangala,2,957,Semi-Furnished,1,5,10,Bachelor,0,0,1,0,0,0,0,1.2,2.5,39000
Banashankari,1,558,Semi-Furnished,15,15,1,Bachelor,0,0,1,0,1,1,0,3.2,5.1,13000
HSR Layout,2,913,Semi-Furnished,8,10,3,Any,0,1,1,1,1,1,0,2.5,1.5,41500
Whitefield,3,1423,Unfurnished,0,7,10,Any,0,0,0,1,1,0,0,4.1,0.5,31000
HSR Layout,1,683,Semi-Furnished,0,15,6,Family,0,0,0,1,0,1,0,2.4,1.9,20500
HSR Layout,2,859,Semi-Furnished,12,15,15,Bachelor,0,0,1,0,1,1,0,2.4,1.3,32500
Bellandur,2,850,Unfurnished,6,10,6,Any,0,0,0,0,0,0,0,4.0,1.1,24500
Koramangala,2,1082,Semi-Furnished,5,15,3,Bachelor,1,1,0,1,1,1,0,1.2,2.6,57000
Bannerghatta Rd,2,819,Fully Furnished,1,15,10,Family,0,0,0,1,0,1,0,3.5,4.2,20000
Electronic City,2,863,Semi-Furnished,4,5,15,Bachelor,0,1,0,1,0,1,0,5.6,0.2,17500
Sarjapur Road,2,1043,Unfurnished,5,5,10,Family,0,0,1,0,0,1,0,3.8,0.8,22000
Whitefield,1,547,Semi-Furnished,3,3,1,Bachelor,1,1,0,1,1,1,0,4.4,0.7,20500
Hennur,2,673,Fully Furnished,0,7,6,Bachelor,0,0,1,0,0,0,0,4.3,7.0,20000
Jayanagar,2,1027,Fully Furnished,2,10,10,Any,0,0,1,1,1,0,0,1.6,5.6,34000
Indiranagar,1,585,Semi-Furnished,2,20,15,Bachelor,1,0,1,1,0,1,1,1.0,3.6,32500
HSR Layout,2,942,Unfurnished,5,5,6,Family,0,1,1,1,0,1,1,2.1,1.6,31500
Mahadevapura,3,1536,Fully Furnished,2,3,6,Family,0,0,1,0,0,1,0,3.4,1.1,40500
Koramangala,2,985,Semi-Furnished,7,10,10,Any,0,1,1,1,0,1,0,1.2,2.1,41000
Whitefield,2,849,Unfurnished,2,5,6,Family,0,1,1,1,1,1,0,4.3,1.5,22500
Attibele,3,1361,Semi-Furnished,7,7,6,Bachelor,0,0,0,1,0,0,0,8.0,2.9,16000
Electronic City,2,934,Semi-Furnished,16,20,20,Family,0,0,0,1,0,0,0,5.2,0.3,11000
Marathahalli,2,794,Semi-Furnished,4,7,6,Any,1,0,1,1,0,0,1,3.4,0.5,28500
Koramangala,3,1467,Unfurnished,3,3,10,Bachelor,0,1,1,1,1,1,0,0.8,2.1,60500
Electronic City,3,1365,Semi-Furnished,7,7,20,Family,0,0,1,0,0,0,0,5.2,0.2,25000
Whitefield,2,1069,Fully Furnished,0,5,1,Family,1,0,0,1,1,1,0,5.1,0.3,42000
Indiranagar,2,1007,Fully Furnished,7,7,6,Any,0,0,1,1,1,1,0,0.3,3.6,63500
Indiranagar,2,890,Fully Furnished,7,10,3,Bachelor,1,0,1,1,1,1,0,0.6,3.6,70500
Bannerghatta Rd,3,1453,Fully Furnished,1,5,1,Any,0,0,0,0,1,0,0,3.8,4.7,31000
Sarjapur Road,2,1100,Unfurnished,19,20,15,Any,1,0,1,1,1,0,0,4.0,0.4,25500
Electronic City,1,471,Semi-Furnished,5,15,20,Any,0,0,0,0,1,0,0,5.6,0.2,11000
Hennur,3,1936,Semi-Furnished,6,15,1,Family,0,0,0,1,0,1,0,4.4,6.7,20500
Whitefield,2,871,Fully Furnished,4,10,3,Any,1,1,0,1,1,0,0,4.5,0.4,33000
Marathahalli,1,665,Unfurnished,0,10,1,Family,1,1,0,1,1,0,0,3.6,1.5,17500
Banashankari,2,859,Fully Furnished,9,10,15,Family,1,0,1,1,0,1,0,3.5,6.0,27000
BTM Layout,2,1014,Semi-Furnished,0,3,1,Any,0,0,1,1,1,1,0,2.2,2.6,29500
Banashankari,3,1508,Fully Furnished,1,5,10,Family,0,1,0,0,0,0,0,4.3,5.3,36000
Mahadevapura,1,548,Unfurnished,3,10,6,Family,0,0,0,0,1,0,0,3.5,1.3,13500
Whitefield,3,1627,Unfurnished,1,3,20,Family,0,0,1,0,1,1,0,4.0,1.0,34500
Hennur,2,852,Fully Furnished,5,15,1,Bachelor,0,0,0,1,1,0,0,4.6,6.9,16500
Banashankari,1,549,Unfurnished,1,3,15,Bachelor,1,0,0,0,1,0,0,4.0,6.0,16500
Whitefield,3,1221,Fully Furnished,2,3,15,Any,1,1,1,0,1,0,0,4.8,1.6,43000
Whitefield,2,893,Unfurnished,0,7,3,Any,1,0,0,0,1,1,0,4.5,0.2,23000
Whitefield,2,1248,Semi-Furnished,2,15,6,Any,0,0,1,0,1,1,0,5.0,0.5,30000
Sarjapur Road,2,721,Semi-Furnished,4,15,1,Family,0,0,1,1,1,0,1,3.5,1.1,32500
HSR Layout,3,1478,Semi-Furnished,0,7,20,Any,0,0,1,0,1,0,0,2.5,1.9,35000
Marathahalli,2,1131,Semi-Furnished,8,10,10,Family,1,0,1,1,1,0,0,3.5,1.0,27000
Indiranagar,1,526,Semi-Furnished,9,15,10,Family,0,0,1,1,1,0,0,0.7,3.1,31000
JP Nagar,1,423,Unfurnished,1,7,1,Family,1,1,0,0,1,1,0,2.9,5.8,17000
Yelahanka,2,1160,Unfurnished,3,5,3,Bachelor,0,0,0,1,0,1,1,4.2,8.1,19000
Sarjapur Road,3,1485,Semi-Furnished,14,15,10,Family,0,1,0,1,0,1,0,3.3,1.5,43000
Begur,2,1137,Semi-Furnished,0,3,3,Family,1,0,0,0,1,0,0,5.3,2.9,15500
Whitefield,1,555,Fully Furnished,2,15,6,Family,0,0,1,0,0,0,0,4.2,0.2,15500
Bellandur,1,409,Semi-Furnished,0,7,3,Family,0,0,1,0,0,1,0,3.9,0.4,17000
Marathahalli,2,1028,Semi-Furnished,0,3,6,Bachelor,0,0,0,1,1,0,1,2.9,1.4,29000
Whitefield,3,1584,Semi-Furnished,4,10,15,Any,0,0,0,1,0,1,0,4.7,0.2,39500
Indiranagar,2,876,Unfurnished,1,3,1,Any,1,0,1,1,0,1,1,1.1,3.5,49000
HSR Layout,3,1846,Semi-Furnished,15,15,20,Family,1,1,1,1,1,1,0,2.3,1.6,41000
BTM Layout,2,987,Fully Furnished,1,20,1,Family,0,0,0,1,1,1,0,2.9,2.0,37500
Yelahanka,1,511,Fully Furnished,4,5,20,Any,1,1,0,0,0,0,0,3.7,8.0,14000
Koramangala,3,1407,Semi-Furnished,13,15,3,Family,0,1,0,1,0,1,0,1.4,2.3,64500
Sadashivanagar,2,804,Semi-Furnished,1,10,3,Any,1,0,0,1,1,1,0,3.3,5.6,79500
HSR Layout,2,848,Fully Furnished,4,10,20,Family,0,0,1,0,0,0,0,2.3,2.0,33000
Begur,3,1445,Semi-Furnished,4,7,3,Any,0,0,1,0,0,0,1,5.3,3.8,16000
BTM Layout,1,543,Unfurnished,2,3,6,Family,1,0,1,1,0,1,0,2.4,1.7,17000
Yelahanka,1,518,Unfurnished,2,7,3,Bachelor,0,0,1,0,0,1,1,4.2,8.0,11500
Jayanagar,2,869,Semi-Furnished,3,5,1,Any,1,0,0,0,0,1,1,1.7,6.2,34000
Whitefield,2,831,Fully Furnished,3,5,6,Bachelor,0,0,0,1,0,0,0,4.7,0.9,34000
HSR Layout,1,593,Semi-Furnished,3,10,6,Family,0,1,0,0,0,0,0,2.4,2.7,21500
Jayanagar,1,474,Unfurnished,3,7,10,Bachelor,1,0,1,1,1,1,0,1.4,4.9,18500
Marathahalli,1,583,Unfurnished,4,7,3,Any,0,0,0,0,0,1,0,3.2,0.4,13500
Koramangala,3,1465,Fully Furnished,14,15,15,Family,0,0,0,1,0,1,0,1.2,2.1,65000
Koramangala,1,494,Fully Furnished,6,15,15,Family,1,0,0,1,1,0,1,2.0,2.3,26000
Vasanth Nagar,2,943,Semi-Furnished,4,7,15,Bachelor,0,0,1,0,1,1,0,0.9,5.0,52000
Koramangala,2,945,Semi-Furnished,1,5,3,Family,0,0,1,1,1,0,0,1.4,2.2,56500
Indiranagar,2,750,Unfurnished,2,5,6,Any,0,0,1,1,1,0,1,0.6,3.7,48000
BTM Layout,1,588,Fully Furnished,1,20,6,Family,0,1,1,0,1,1,0,2.2,2.3,18500
Electronic City,3,1777,Fully Furnished,4,15,3,Bachelor,0,0,0,1,0,0,0,5.8,0.2,25500
Whitefield,1,461,Unfurnished,2,5,10,Family,0,1,1,0,1,0,1,4.5,0.5,19000
Marathahalli,3,1530,Fully Furnished,2,5,1,Bachelor,0,0,0,0,1,1,1,3.7,1.7,46500
HSR Layout,3,1466,Unfurnished,0,3,6,Family,1,0,1,0,1,0,0,2.6,1.9,34000
Bannerghatta Rd,2,943,Unfurnished,5,5,1,Family,1,0,0,1,0,1,0,3.5,4.9,20500
JP Nagar,2,1037,Unfurnished,0,10,6,Family,0,1,0,1,0,1,0,2.9,4.9,22500
Indiranagar,2,796,Unfurnished,5,15,3,Any,1,1,1,0,1,0,0,1.4,4.0,36500
Whitefield,2,1118,Semi-Furnished,6,10,3,Family,0,0,0,1,1,0,0,4.4,1.0,31500
Indiranagar,3,1469,Semi-Furnished,2,5,10,Any,0,1,0,1,1,1,1,0.7,3.4,71000
BTM Layout,3,1338,Semi-Furnished,4,5,10,Family,0,0,1,1,1,1,0,2.3,2.8,43000
Marathahalli,2,1038,Semi-Furnished,3,7,6,Family,1,0,1,0,1,1,0,3.1,0.2,32500
Hennur,2,1081,Unfurnished,0,5,15,Bachelor,1,0,0,1,1,1,1,4.6,6.8,18000
Yelahanka,3,1377,Unfurnished,1,7,6,Bachelor,1,0,0,1,1,0,0,3.7,7.7,24000
Sarjapur Road,3,1261,Semi-Furnished,3,5,15,Any,0,1,0,0,0,0,0,4.1,1.3,28500
Attibele,2,929,Semi-Furnished,4,5,15,Any,0,1,0,1,0,1,0,7.9,2.6,14500
Indiranagar,2,905,Unfurnished,10,10,6,Any,0,0,1,1,1,1,1,0.7,4.3,45000
HSR Layout,2,797,Fully Furnished,8,10,3,Bachelor,0,1,0,1,1,1,0,2.2,2.0,40000
JP Nagar,3,1645,Fully Furnished,8,15,3,Bachelor,0,0,0,1,1,0,0,2.8,6.1,37500
JP Nagar,1,560,Fully Furnished,2,5,10,Family,0,0,1,0,0,0,0,3.3,5.5,14500
JP Nagar,2,973,Semi-Furnished,6,15,6,Any,0,0,1,1,1,0,0,3.1,5.7,28500
Bannerghatta Rd,2,898,Unfurnished,2,15,15,Bachelor,0,0,1,1,0,0,0,4.1,4.5,12500
Bellandur,2,924,Semi-Furnished,0,7,6,Bachelor,0,0,1,0,0,1,0,3.7,0.2,24000
Whitefield,2,1058,Unfurnished,0,5,3,Family,1,0,1,0,1,1,1,4.1,1.1,26500
HSR Layout,3,1278,Semi-Furnished,5,10,10,Family,0,1,0,1,1,1,1,2.6,1.5,46000
Electronic City,1,575,Unfurnished,8,15,10,Any,1,1,1,1,0,0,0,5.9,0.7,10500
Begur,2,947,Fully Furnished,3,10,15,Family,0,0,0,1,0,0,0,5.0,4.1,15000
Electronic City,1,620,Unfurnished,8,15,1,Bachelor,0,0,0,1,1,1,0,5.8,0.2,11500
Koramangala,1,585,Fully Furnished,3,5,6,Family,0,0,0,1,1,1,1,1.0,1.5,36500
Whitefield,2,896,Fully Furnished,0,3,10,Any,0,0,0,1,1,0,0,4.4,0.2,21500
Koramangala,2,1099,Semi-Furnished,1,3,10,Family,0,0,0,1,1,1,0,1.4,2.4,49000
HSR Layout,2,1057,Fully Furnished,14,15,10,Any,1,0,1,0,1,1,0,2.9,2.0,35500
Koramangala,2,766,Semi-Furnished,7,10,20,Family,1,0,1,1,1,1,0,1.2,3.0,58000
Whitefield,1,556,Fully Furnished,1,15,10,Any,0,0,0,1,1,0,0,4.1,0.4,16500
Sarjapur Road,2,989,Semi-Furnished,2,3,1,Any,1,0,0,1,0,1,1,4.6,1.0,33000
Indiranagar,3,1307,Fully Furnished,4,5,3,Family,0,1,1,0,1,1,0,1.0,3.5,91000
JP Nagar,3,1341,Semi-Furnished,1,3,10,Bachelor,0,1,0,0,0,1,1,2.4,4.7,40500
Banashankari,2,1056,Fully Furnished,10,10,6,Family,0,0,1,1,0,0,1,3.2,6.4,26000
BTM Layout,2,1002,Semi-Furnished,3,3,3,Family,0,0,0,1,1,0,0,2.3,3.0,33500
Indiranagar,3,1337,Semi-Furnished,14,20,10,Any,0,1,1,1,0,1,1,0.6,3.3,80000
JP Nagar,1,574,Fully Furnished,7,10,6,Bachelor,0,0,1,1,1,0,0,2.7,5.6,14000
Bellandur,3,1302,Fully Furnished,15,20,15,Family,0,0,1,1,1,1,0,3.4,0.7,40500
Indiranagar,3,1117,Semi-Furnished,1,7,6,Family,0,1,1,1,1,1,0,1.0,3.2,89000
Indiranagar,1,542,Unfurnished,0,15,20,Family,0,0,1,0,1,0,0,1.3,3.0,23000
BTM Layout,1,550,Semi-Furnished,0,5,15,Any,1,0,0,1,0,1,0,2.1,2.6,15500
Bannerghatta Rd,3,1360,Fully Furnished,4,7,15,Family,0,0,0,0,1,0,0,4.1,4.5,24000
Sarjapur Road,2,1084,Fully Furnished,3,3,1,Any,0,1,1,1,1,1,0,3.7,1.2,31500
Sarjapur Road,1,540,Fully Furnished,2,7,3,Any,0,0,1,1,0,1,0,3.9,0.8,19000
BTM Layout,2,953,Unfurnished,0,5,3,Family,0,1,1,1,1,1,0,2.1,2.4,21000
Whitefield,2,920,Semi-Furnished,0,5,6,Family,1,0,0,1,1,1,1,4.0,0.3,36500
Koramangala,2,779,Semi-Furnished,5,5,20,Any,1,0,1,1,0,0,0,1.8,2.7,48500
Whitefield,2,1153,Fully Furnished,2,7,3,Family,0,1,0,1,1,0,0,4.8,0.9,34000
Bannerghatta Rd,3,1538,Unfurnished,0,10,3,Family,0,0,1,1,0,0,1,4.6,3.9,16500
Whitefield,2,891,Fully Furnished,2,5,20,Family,0,0,1,1,0,0,0,4.7,0.3,25500
Hennur,2,1065,Semi-Furnished,2,10,3,Bachelor,1,0,1,1,0,0,0,4.5,7.5,20500
Bellandur,2,809,Unfurnished,3,5,1,Any,0,0,0,0,0,1,0,3.1,1.9,24500
Indiranagar,2,970,Semi-Furnished,2,3,10,Family,1,0,1,1,1,1,0,0.6,3.3,57500
Bannerghatta Rd,1,571,Unfurnished,0,7,6,Family,1,0,0,0,0,0,0,3.6,4.5,7500
Koramangala,3,1496,Semi-Furnished,1,5,1,Any,0,1,1,1,1,1,0,1.4,2.6,76500
Marathahalli,3,1306,Unfurnished,3,7,10,Any,1,0,1,1,1,0,0,3.5,1.1,35000
Sadashivanagar,2,970,Unfurnished,7,10,6,Bachelor,0,0,1,0,1,0,0,3.3,7.3,44500
Koramangala,2,838,Fully Furnished,5,5,6,Any,0,0,0,1,1,1,0,0.8,2.3,62000
JP Nagar,1,511,Unfurnished,5,7,3,Bachelor,0,0,1,0,0,0,0,3.1,5.7,14000
HSR Layout,2,945,Unfurnished,4,10,20,Any,0,1,0,1,0,1,0,2.3,2.1,22000
Yelahanka,2,964,Semi-Furnished,3,15,3,Family,1,0,1,1,1,0,0,4.2,8.5,21000
Whitefield,2,1010,Semi-Furnished,5,5,15,Family,0,1,1,0,1,0,0,4.4,0.3,33000
Koramangala,3,1188,Fully Furnished,2,10,15,Any,1,0,1,1,1,1,0,1.3,2.1,69500
Indiranagar,2,924,Semi-Furnished,0,10,6,Bachelor,0,0,0,1,1,1,1,0.8,3.5,49000
Marathahalli,2,1078,Fully Furnished,3,3,15,Any,1,0,0,0,1,1,1,3.5,1.5,29000
BTM Layout,3,1506,Semi-Furnished,4,5,6,Family,0,0,0,0,1,0,0,1.8,2.5,40000
Bellandur,1,482,Unfurnished,1,3,3,Any,0,0,0,1,0,0,0,3.6,1.9,13500
Sarjapur Road,2,819,Unfurnished,0,10,6,Any,0,0,0,0,1,0,0,3.9,1.0,22000
Electronic City,2,903,Semi-Furnished,0,10,3,Family,0,0,0,1,0,0,0,5.3,0.2,15500
Sarjapur Road,2,862,Semi-Furnished,0,3,10,Any,0,0,0,1,1,0,0,3.9,1.1,25500
JP Nagar,3,1628,Fully Furnished,3,10,3,Bachelor,1,0,1,0,1,0,0,2.4,5.8,38000
Sarjapur Road,2,884,Semi-Furnished,5,5,6,Any,0,1,0,1,1,0,0,4.1,0.3,27000
HSR Layout,3,1009,Semi-Furnished,2,20,10,Bachelor,0,1,1,1,0,0,0,2.5,1.5,48000
HSR Layout,2,1013,Unfurnished,3,10,15,Any,0,1,1,1,1,1,1,2.7,1.8,22500
Mahadevapura,2,1031,Unfurnished,6,7,10,Bachelor,0,0,0,1,0,1,0,3.3,1.5,19000
Banashankari,3,1561,Semi-Furnished,7,7,6,Family,0,1,0,0,1,1,0,3.9,5.7,37000
Mahadevapura,1,513,Semi-Furnished,1,3,10,Family,0,1,0,0,0,0,0,3.3,2.8,17500
Electronic City,1,623,Semi-Furnished,3,5,10,Bachelor,1,0,0,0,0,0,1,5.4,0.5,12500
Electronic City,2,769,Unfurnished,2,15,6,Any,0,0,0,0,0,0,0,6.0,0.2,16000
Bannerghatta Rd,2,833,Semi-Furnished,1,3,10,Bachelor,0,0,0,1,0,0,1,4.0,3.6,17000
Banashankari,1,634,Fully Furnished,6,10,3,Any,1,0,0,1,0,0,0,3.5,6.6,17000
BTM Layout,2,1150,Unfurnished,10,10,15,Family,0,0,1,0,1,1,0,2.1,1.5,26000
Whitefield,2,966,Semi-Furnished,7,7,6,Bachelor,0,1,0,1,1,1,0,4.3,1.4,29500
BTM Layout,2,999,Fully Furnished,6,7,3,Family,0,0,1,1,0,1,0,2.3,2.9,35000
Whitefield,3,1561,Semi-Furnished,4,7,6,Any,0,1,0,1,1,0,0,4.7,0.9,39000
Sarjapur Road,2,1021,Semi-Furnished,3,7,15,Any,0,0,0,1,0,1,1,4.4,1.2,26500
Sarjapur Road,3,1577,Unfurnished,14,15,15,Bachelor,0,0,0,0,0,0,0,3.9,1.0,27000
BTM Layout,1,535,Semi-Furnished,2,5,3,Family,0,0,1,1,0,0,0,1.9,3.0,19000
Sadashivanagar,2,940,Unfurnished,1,5,6,Family,1,1,0,1,1,1,0,3.6,6.7,56500
Banashankari,3,1211,Fully Furnished,0,3,20,Any,0,0,1,0,0,1,0,3.4,6.6,33500
Sadashivanagar,2,1013,Fully Furnished,3,3,6,Bachelor,1,1,0,1,1,1,0,3.6,6.0,77000
Hennur,2,907,Fully Furnished,7,10,15,Any,0,1,1,0,1,0,1,4.6,6.6,16000
BTM Layout,2,707,Fully Furnished,3,10,15,Family,1,0,1,1,1,0,0,1.7,2.3,30000
Sadashivanagar,1,515,Semi-Furnished,3,5,15,Any,0,0,1,0,1,1,0,4.0,5.6,28000
Koramangala,2,1000,Semi-Furnished,1,10,1,Any,1,1,1,1,1,0,1,1.3,2.4,47500
Whitefield,2,827,Fully Furnished,2,3,10,Family,0,0,1,0,0,0,0,4.4,0.2,33500
Whitefield,3,1476,Fully Furnished,2,3,20,Bachelor,0,0,1,0,0,1,0,4.8,0.2,50500
BTM Layout,1,614,Semi-Furnished,10,10,15,Family,0,1,1,1,1,1,1,2.2,2.6,22500
Indiranagar,3,1222,Fully Furnished,18,20,20,Bachelor,0,0,1,1,1,1,0,0.6,2.8,95500
JP Nagar,3,1154,Semi-Furnished,5,5,1,Any,0,0,0,1,0,1,0,4.0,5.8,42000
BTM Layout,1,663,Semi-Furnished,6,7,6,Bachelor,0,0,1,0,1,0,0,1.6,2.7,19000
Sarjapur Road,2,1199,Semi-Furnished,6,10,6,Any,0,1,1,1,1,1,0,3.8,1.9,27000
Whitefield,3,1449,Unfurnished,2,3,10,Bachelor,1,0,0,1,1,0,0,4.7,0.2,33500
BTM Layout,3,1293,Unfurnished,7,7,3,Family,0,0,0,0,0,0,0,2.4,3.3,39500
Vasanth Nagar,2,952,Unfurnished,4,5,3,Bachelor,1,1,1,1,1,0,0,0.8,4.3,59500
Attibele,2,1146,Semi-Furnished,1,3,15,Bachelor,0,0,0,0,0,0,0,7.7,2.4,15500
Banashankari,2,942,Semi-Furnished,0,7,20,Family,0,0,0,1,1,0,0,3.7,6.3,20500
Sarjapur Road,2,950,Semi-Furnished,2,3,20,Family,0,0,0,0,1,0,0,4.0,1.5,24500
Sadashivanagar,2,875,Fully Furnished,6,15,3,Bachelor,0,0,0,1,1,0,0,3.3,5.7,88000
Yelahanka,2,965,Semi-Furnished,0,3,15,Family,1,1,1,0,0,0,0,3.9,8.9,26500
Koramangala,1,727,Semi-Furnished,3,3,10,Family,1,1,1,1,0,1,1,1.5,3.0,35000
Marathahalli,1,613,Unfurnished,6,7,6,Bachelor,0,0,1,1,0,1,0,4.0,1.1,18000
Begur,2,825,Unfurnished,1,10,3,Family,0,0,0,0,1,1,0,5.4,4.0,16000
JP Nagar,2,734,Fully Furnished,7,10,15,Any,1,0,0,1,1,1,0,2.9,6.2,35500
Koramangala,2,824,Semi-Furnished,2,20,10,Family,0,1,0,1,1,1,0,1.3,2.0,57000
Koramangala,2,911,Fully Furnished,4,20,1,Any,0,0,1,1,1,1,0,1.2,2.4,62000
JP Nagar,2,916,Unfurnished,3,3,15,Bachelor,0,1,1,1,1,0,1,2.9,5.4,19500
Sadashivanagar,1,505,Semi-Furnished,1,7,15,Any,1,1,0,1,1,1,0,3.4,5.9,33500
Koramangala,2,790,Unfurnished,2,3,6,Family,0,1,0,1,1,0,1,1.0,2.5,48500
Bellandur,3,1371,Unfurnished,2,3,6,Any,1,0,1,0,1,1,0,4.3,1.3,41000
Banashankari,2,1062,Unfurnished,7,7,20,Bachelor,1,0,0,0,0,0,0,2.6,5.9,16500
HSR Layout,2,1102,Unfurnished,2,3,3,Any,0,1,1,1,0,1,0,3.0,1.9,34500
Bannerghatta Rd,2,1166,Semi-Furnished,1,5,3,Family,0,0,0,1,1,0,0,3.7,4.7,17000
Indiranagar,3,1477,Unfurnished,3,7,6,Family,0,1,0,0,0,1,0,0.4,3.5,71500
Begur,1,492,Fully Furnished,1,3,10,Any,0,0,0,1,0,0,1,4.8,2.9,14500
BTM Layout,2,966,Semi-Furnished,4,5,3,Family,0,0,0,0,0,1,1,2.3,2.7,33000
Hennur,2,791,Unfurnished,7,7,10,Bachelor,1,0,1,0,0,0,0,4.9,7.3,13000
Whitefield,2,1198,Unfurnished,2,3,6,Family,0,1,1,1,0,0,0,4.8,0.8,31500
Electronic City,1,415,Semi-Furnished,1,3,6,Bachelor,0,0,1,1,0,0,0,5.7,0.2,11000
Attibele,2,753,Unfurnished,4,5,3,Any,0,0,0,0,0,1,0,7.8,2.0,12500
HSR Layout,1,614,Fully Furnished,0,3,3,Bachelor,1,1,0,1,0,1,1,2.6,2.0,29000
Begur,2,809,Fully Furnished,0,3,3,Any,0,1,0,1,0,0,0,4.9,3.2,18500
JP Nagar,2,982,Unfurnished,9,20,3,Bachelor,0,0,0,0,0,1,1,3.5,4.0,23000
JP Nagar,1,531,Semi-Furnished,1,5,10,Bachelor,0,0,0,1,1,1,1,2.6,6.1,17500
BTM Layout,3,1252,Unfurnished,4,5,20,Any,0,0,0,1,0,0,0,2.3,3.4,32500
Marathahalli,1,511,Semi-Furnished,0,3,6,Any,1,1,0,1,1,0,0,3.6,1.5,15500
Sadashivanagar,3,1406,Semi-Furnished,5,7,15,Any,1,0,1,1,1,1,0,3.7,6.2,95500
Marathahalli,2,1089,Unfurnished,1,5,10,Family,0,0,0,0,0,1,0,3.5,1.0,20500
Marathahalli,1,536,Unfurnished,4,10,15,Bachelor,0,1,1,1,1,0,0,3.1,1.4,13000
Mahadevapura,1,464,Semi-Furnished,6,7,6,Family,0,0,0,1,1,0,1,3.1,2.2,15000
Electronic City,3,1298,Semi-Furnished,0,20,20,Bachelor,0,0,1,0,0,0,0,5.7,0.8,19000
Banashankari,1,582,Unfurnished,0,7,3,Bachelor,1,0,1,1,0,0,0,3.3,6.5,14500
HSR Layout,1,700,Semi-Furnished,2,3,10,Any,0,0,1,1,0,1,0,2.2,2.0,23000
HSR Layout,2,879,Semi-Furnished,0,3,15,Any,0,0,0,1,1,1,0,2.4,1.3,25500
Jayanagar,2,1115,Fully Furnished,7,10,15,Bachelor,1,1,0,1,1,1,0,1.7,5.4,48500
Koramangala,2,796,Unfurnished,1,7,3,Family,0,0,0,1,0,1,0,1.1,2.2,48000
BTM Layout,1,578,Fully Furnished,1,3,10,Any,1,0,0,1,1,0,0,2.3,2.2,19500
HSR Layout,2,811,Semi-Furnished,3,10,6,Family,0,0,1,1,1,0,0,3.2,1.6,28000
Begur,1,592,Unfurnished,3,15,15,Bachelor,1,0,1,1,0,0,0,4.9,4.0,9500
Marathahalli,1,544,Semi-Furnished,3,7,1,Family,0,0,1,1,0,0,1,3.7,0.8,15000
BTM Layout,2,1020,Semi-Furnished,16,20,1,Family,0,0,1,1,0,0,0,1.9,2.2,35500
Whitefield,2,1058,Fully Furnished,0,5,20,Any,0,0,0,0,1,1,0,4.3,0.9,25000
Indiranagar,1,573,Unfurnished,1,3,3,Family,0,0,1,1,1,1,1,0.5,3.5,29000
Banashankari,2,1101,Semi-Furnished,2,5,6,Bachelor,0,0,0,0,0,0,0,3.8,6.8,18000
Whitefield,2,870,Semi-Furnished,0,10,10,Family,1,1,0,0,1,1,0,5.0,0.6,27000
Yelahanka,3,1530,Fully Furnished,3,5,3,Any,1,0,0,1,0,0,0,4.3,8.1,34500
JP Nagar,3,1819,Semi-Furnished,2,7,3,Any,1,0,0,0,0,0,0,3.0,5.0,42500
Attibele,3,1283,Fully Furnished,10,10,3,Family,0,0,0,1,0,0,1,7.8,2.4,23500
Hennur,1,548,Fully Furnished,2,5,6,Family,0,0,0,1,0,0,0,4.2,7.6,15500
Whitefield,1,542,Unfurnished,11,20,3,Bachelor,0,0,1,1,1,0,0,4.3,0.2,14500
Marathahalli,2,959,Fully Furnished,7,7,10,Family,1,0,0,1,1,1,0,3.5,0.7,35500
Whitefield,2,1152,Fully Furnished,1,10,10,Any,1,0,1,0,1,0,0,4.5,0.4,36500
Jayanagar,2,1061,Unfurnished,1,5,15,Family,1,1,0,0,1,1,0,1.9,5.4,27000
JP Nagar,3,1385,Semi-Furnished,1,7,20,Family,1,0,1,1,0,1,1,2.7,4.6,38000
Koramangala,3,1729,Semi-Furnished,4,20,1,Any,0,0,1,1,1,0,0,1.7,1.9,65500
Yelahanka,3,1373,Unfurnished,5,7,3,Family,0,0,0,1,1,0,0,4.0,8.5,25000
Marathahalli,2,875,Unfurnished,5,5,10,Any,1,0,1,0,1,0,0,3.7,0.2,22500
